日付,場,レース,枠番,選手情報,当地勝率,当地2連対率,当地3連対率,モーター2連対率
2026-07-23,大村,第3R,4号艇,5102 / B1 原田 雄次 福岡/福岡 28歳/52.0kg,45.16,67.74,-,52.0
2026-07-23,大村,第3R,5号艇,4437 / A2 中田 元泰 香川/香川 40歳/53.6kg,40.63,50.00,-,53.6
2026-07-23,大村,第3R,3号艇,3773 / B1 津留 浩一郎 長崎/長崎 52歳/55.1kg,33.33,54.55,-,55.1
2026-07-23,大村,第4R,6号艇,4821 / B1 妻鳥 晋也 香川/愛媛 34歳/55.6kg,36.11,50.00,-,55.6
2026-07-23,大村,第4R,3号艇,4808 / A2 松尾 拓 三重/三重 37歳/51.0kg,17.14,42.86,-,51.0
2026-07-23,大村,第4R,2号艇,3256 / A1 三角 哲男 東京/千葉 59歳/52.0kg,12.50,21.88,-,52.0
2026-07-23,大村,第4R,4号艇,4232 / B1 笠 雅雄 福岡/福岡 43歳/52.0kg,35.48,45.16,-,52.0
2026-07-23,大村,第5R,6号艇,5331 / B1 佐藤 永梧 東京/神奈川 22歳/53.8kg,36.11,50.00,-,53.8
2026-07-23,大村,第5R,3号艇,5345 / B1 牧村 俊輝 愛知/岐阜 23歳/52.5kg,9.09,27.27,-,52.5
2026-07-23,大村,第5R,2号艇,4171 / A2 榎 幸司 長崎/長崎 43歳/51.5kg,28.57,51.43,-,51.5
2026-07-23,大村,第6R,6号艇,4898 / B1 菊地 敬介 埼玉/埼玉 34歳/54.2kg,17.65,38.24,-,54.2
2026-07-23,大村,第6R,5号艇,4305 / A1 金子 拓矢 群馬/栃木 42歳/52.0kg,15.63,37.50,-,52.0
2026-07-23,大村,第6R,1号艇,4301 / B1 関 裕也 福岡/福岡 43歳/54.1kg,20.00,48.00,-,54.1
2026-07-23,大村,第6R,4号艇,4583 / B1 古田 祐貴 香川/香川 36歳/52.1kg,33.33,44.44,-,52.1
2026-07-23,大村,第6R,3号艇,5350 / B1 網代 良芽 兵庫/兵庫 22歳/52.0kg,39.39,54.55,-,52.0
2026-07-23,大村,第7R,4号艇,4981 / B1 牧山 敦也 佐賀/佐賀 29歳/52.2kg,38.71,45.16,-,52.2
2026-07-23,大村,第7R,3号艇,5261 / B1 岡 暢祐 長崎/大分 28歳/52.0kg,25.00,44.44,-,52.0
2026-07-23,大村,第7R,6号艇,4675 / A2 井手 良太 大阪/大阪 38歳/52.0kg,33.33,52.78,-,52.0
2026-07-23,大村,第7R,1号艇,5333 / B2 山下 智己 兵庫/兵庫 22歳/51.0kg,48.39,54.84,-,51.0
2026-07-23,大村,第8R,4号艇,4803 / B1 飯田 庄吾 福岡/福岡 32歳/57.3kg,27.78,50.00,-,57.3
2026-07-23,大村,第8R,5号艇,5384 / B2 八戸 琉楓 長崎/佐賀 21歳/52.0kg,28.00,40.00,-,52.0
2026-07-23,大村,第8R,1号艇,5176 / B2 石倉 拓美 山口/島根 33歳/52.0kg,37.14,51.43,-,52.0
2026-07-23,大村,第8R,2号艇,4753 / B2 森 照夫 福岡/福岡 38歳/53.1kg,30.56,47.22,-,53.1
2026-07-23,大村,第9R,6号艇,5130 / B1 上野 拓馬 三重/三重 28歳/52.1kg,31.25,50.00,-,52.1
2026-07-23,大村,第9R,1号艇,4679 / A2 植田 太一 福岡/福岡 37歳/56.5kg,34.29,60.00,-,56.5
2026-07-23,大村,第10R,6号艇,4357 / A1 田中 和也 大阪/大阪 42歳/52.0kg,10.81,21.62,-,52.0
2026-07-23,大村,第10R,1号艇,3888 / A2 山本 英志 東京/広島 51歳/51.0kg,25.00,38.89,-,51.0
2026-07-23,大村,第10R,5号艇,4329 / B1 小松 卓司 福岡/福岡 43歳/52.0kg,48.48,72.73,-,52.0
2026-07-23,大村,第10R,3号艇,3567 / B1 吉岡 誠 山口/山口 55歳/55.4kg,29.41,44.12,-,55.4
2026-07-23,大村,第11R,6号艇,5111 / A2 三村 岳人 岡山/岡山 26歳/51.5kg,50.00,62.50,-,51.5
2026-07-23,大村,第11R,3号艇,4684 / B1 楠原 翔太 福岡/福岡 35歳/53.5kg,27.27,45.45,-,53.5
2026-07-23,大村,第11R,2号艇,4475 / A1 末永 祐輝 山口/山口 38歳/52.0kg,28.13,50.00,-,52.0
2026-07-23,大村,第11R,5号艇,5313 / B1 鈴木 唯央 群馬/群馬 25歳/52.0kg,25.00,38.89,-,52.0
2026-07-23,大村,第12R,4号艇,5333 / B2 山下 智己 兵庫/兵庫 22歳/51.0kg,48.39,54.84,-,51.0
2026-07-23,大村,第12R,3号艇,4977 / A2 馬野 耀 大阪/大阪 32歳/53.8kg,42.42,54.55,-,53.8
2026-07-23,大村,第12R,5号艇,4305 / A1 金子 拓矢 群馬/栃木 42歳/52.0kg,15.63,37.50,-,52.0
2026-07-23,大村,第12R,1号艇,4808 / A2 松尾 拓 三重/三重 37歳/51.0kg,17.14,42.86,-,51.0
2026-07-23,大村,第12R,2号艇,4171 / A2 榎 幸司 長崎/長崎 43歳/51.5kg,28.57,51.43,-,51.5
2026-07-23,江戸川,第6R,3号艇,4688 / A1 永井 彪也 東京/東京 33歳/53.2kg,35.29,61.76,-,53.2
2026-07-23,江戸川,第6R,6号艇,4656 / A2 大崎 翔 兵庫/兵庫 39歳/55.7kg,27.27,33.33,-,55.7
2026-07-23,江戸川,第7R,3号艇,3946 / A1 赤岩 善生 愛知/愛知 50歳/55.7kg,46.34,63.41,-,55.7
2026-07-23,江戸川,第7R,1号艇,4575 / A2 戸塚 邦好 東京/東京 37歳/52.0kg,19.51,48.78,-,52.0
2026-07-23,江戸川,第8R,3号艇,4374 / B1 永田 義紘 広島/広島 42歳/51.5kg,28.13,43.75,-,51.5
2026-07-23,江戸川,第8R,5号艇,5207 / B1 高山 敬悟 福岡/福岡 28歳/52.8kg,38.10,59.52,-,52.8
2026-07-23,江戸川,第8R,6号艇,3740 / A1 大澤 普司 群馬/群馬 52歳/53.1kg,24.32,43.24,-,53.1
2026-07-23,江戸川,第9R,2号艇,4067 / A2 永井 源 愛知/福岡 46歳/53.4kg,46.34,58.54,-,53.4
2026-07-23,江戸川,第9R,3号艇,3527 / B1 中嶋 誠一郎 長崎/長崎 55歳/52.4kg,18.42,28.95,-,52.4
2026-07-23,江戸川,第9R,4号艇,5167 / B1 小川 竜太朗 埼玉/埼玉 26歳/52.0kg,28.57,40.48,-,52.0
2026-07-23,江戸川,第10R,2号艇,4430 / A2 永田 秀二 東京/東京 40歳/55.5kg,30.95,45.24,-,55.5
2026-07-23,江戸川,第11R,3号艇,4082 / B1 濱崎 誠 大阪/大阪 46歳/52.0kg,46.34,56.10,-,52.0
2026-07-23,江戸川,第11R,2号艇,4957 / B1 竹之内 極 福岡/鹿児島 31歳/55.4kg,15.38,30.77,-,55.4
2026-07-23,江戸川,第11R,5号艇,4401 / A2 小林 泰 東京/山梨 41歳/53.2kg,40.54,62.16,-,53.2
2026-07-23,江戸川,第11R,4号艇,4472 / A1 尾嶋 一広 兵庫/兵庫 39歳/55.0kg,18.60,32.56,-,55.0
2026-07-23,江戸川,第12R,2号艇,4688 / A1 永井 彪也 東京/東京 33歳/53.2kg,35.29,61.76,-,53.2
2026-07-23,江戸川,第12R,6号艇,4297 / A1 山田 哲也 東京/千葉 43歳/52.3kg,20.00,40.00,-,52.3
2026-07-23,多摩川,第1R,2号艇,3930 / A2 岸本 隆 岡山/岡山 50歳/54.5kg,31.71,53.66,-,54.5
2026-07-23,多摩川,第1R,1号艇,3712 / B1 淺香 文武 三重/三重 51歳/54.9kg,32.81,54.69,-,54.9
2026-07-23,多摩川,第1R,4号艇,3458 / B1 東 健介 岡山/熊本 59歳/54.5kg,35.56,48.89,-,54.5
2026-07-23,多摩川,第2R,1号艇,3226 / B1 浦田 信義 東京/東京 60歳/52.0kg,32.79,50.82,-,52.0
2026-07-23,多摩川,第2R,2号艇,5125 / A2 高井 雄基 愛知/愛知 30歳/52.3kg,23.44,54.69,-,52.3
2026-07-23,多摩川,第2R,5号艇,3406 / B1 中里 英夫 群馬/栃木 57歳/52.9kg,32.35,55.88,-,52.9
2026-07-23,多摩川,第2R,3号艇,3075 / B1 中村 裕将 埼玉/埼玉 63歳/55.8kg,28.33,45.00,-,55.8
2026-07-23,多摩川,第3R,5号艇,4520 / A2 高倉 孝太 福井/石川 39歳/51.0kg,33.33,53.03,-,51.0
2026-07-23,多摩川,第3R,3号艇,4557 / B1 松尾 光広 岡山/岡山 36歳/56.4kg,53.85,66.15,-,56.4
2026-07-23,多摩川,第3R,2号艇,5425 / B2 西山 育 三重/三重 24歳/56.8kg,29.03,54.84,-,56.8
2026-07-23,多摩川,第3R,4号艇,3748 / B1 小黒 竜吾 埼玉/埼玉 51歳/55.8kg,24.59,44.26,-,55.8
2026-07-23,多摩川,第4R,2号艇,3957 / B1 大谷 直弘 愛知/愛知 49歳/52.9kg,33.33,43.94,-,52.9
2026-07-23,多摩川,第4R,6号艇,4377 / A1 濱本 優一 大阪/大阪 42歳/50.0kg,43.28,55.22,-,50.0
2026-07-23,多摩川,第4R,4号艇,4199 / A1 北川 潤二 愛知/愛知 44歳/56.6kg,33.85,50.77,-,56.6
2026-07-23,多摩川,第5R,4号艇,3619 / B1 長谷川 充 群馬/群馬 52歳/52.0kg,27.42,41.94,-,52.0
2026-07-23,多摩川,第5R,1号艇,4550 / A2 石岡 将太 群馬/群馬 37歳/54.3kg,30.00,45.00,-,54.3
2026-07-23,多摩川,第5R,5号艇,3517 / B1 高橋 勲 東京/神奈川 58歳/53.3kg,29.69,48.44,-,53.3
2026-07-23,多摩川,第6R,3号艇,3712 / B1 淺香 文武 三重/三重 51歳/54.9kg,32.81,54.69,-,54.9
2026-07-23,多摩川,第6R,1号艇,5085 / A2 中村 栄治 福井/福井 27歳/51.0kg,28.36,44.78,-,51.0
